metapath	metaedge	metaedge_abbrev	position	length
CdGaDpCtD	Compound - downregulates - Gene	CdG	1	4
CdGaDpCtD	Disease - associates - Gene	DaG	2	4
CdGaDpCtD	Compound - palliates - Disease	CpD	3	4
CdGaDpCtD	Compound - treats - Disease	CtD	4	4
CdGaDpSpD	Compound - downregulates - Gene	CdG	1	4
CdGaDpSpD	Disease - associates - Gene	DaG	2	4
CdGaDpSpD	Disease - presents - Symptom	DpS	3	4
CdGaDpSpD	Disease - presents - Symptom	DpS	4	4
CdGaDrDrD	Compound - downregulates - Gene	CdG	1	4
CdGaDrDrD	Disease - associates - Gene	DaG	2	4
CdGaDrDrD	Disease - resembles - Disease	DrD	3	4
CdGaDrDrD	Disease - resembles - Disease	DrD	4	4
CdGaDtCpD	Compound - downregulates - Gene	CdG	1	4
CdGaDtCpD	Disease - associates - Gene	DaG	2	4
CdGaDtCpD	Compound - treats - Disease	CtD	3	4
CdGaDtCpD	Compound - palliates - Disease	CpD	4	4
CdGaDtCtD	Compound - downregulates - Gene	CdG	1	4
CdGaDtCtD	Disease - associates - Gene	DaG	2	4
CdGaDtCtD	Compound - treats - Disease	CtD	3	4
CdGaDtCtD	Compound - treats - Disease	CtD	4	4
CdGaDuGaD	Compound - downregulates - Gene	CdG	1	4
CdGaDuGaD	Disease - associates - Gene	DaG	2	4
CdGaDuGaD	Disease - upregulates - Gene	DuG	3	4
CdGaDuGaD	Disease - associates - Gene	DaG	4	4
CdGaDuGdD	Compound - downregulates - Gene	CdG	1	4
CdGaDuGdD	Disease - associates - Gene	DaG	2	4
CdGaDuGdD	Disease - upregulates - Gene	DuG	3	4
CdGaDuGdD	Disease - downregulates - Gene	DdG	4	4
CdGaDuGuD	Compound - downregulates - Gene	CdG	1	4
CdGaDuGuD	Disease - associates - Gene	DaG	2	4
CdGaDuGuD	Disease - upregulates - Gene	DuG	3	4
CdGaDuGuD	Disease - upregulates - Gene	DuG	4	4
CdGbCbGaD	Compound - downregulates - Gene	CdG	1	4
CdGbCbGaD	Compound - binds - Gene	CbG	2	4
CdGbCbGaD	Compound - binds - Gene	CbG	3	4
CdGbCbGaD	Disease - associates - Gene	DaG	4	4
CdGbCbGdD	Compound - downregulates - Gene	CdG	1	4
CdGbCbGdD	Compound - binds - Gene	CbG	2	4
CdGbCbGdD	Compound - binds - Gene	CbG	3	4
CdGbCbGdD	Disease - downregulates - Gene	DdG	4	4
CdGbCbGuD	Compound - downregulates - Gene	CdG	1	4
CdGbCbGuD	Compound - binds - Gene	CbG	2	4
CdGbCbGuD	Compound - binds - Gene	CbG	3	4
CdGbCbGuD	Disease - upregulates - Gene	DuG	4	4
CdGbCdGaD	Compound - downregulates - Gene	CdG	1	4
CdGbCdGaD	Compound - binds - Gene	CbG	2	4
CdGbCdGaD	Compound - downregulates - Gene	CdG	3	4
CdGbCdGaD	Disease - associates - Gene	DaG	4	4
CdGbCdGdD	Compound - downregulates - Gene	CdG	1	4
CdGbCdGdD	Compound - binds - Gene	CbG	2	4
CdGbCdGdD	Compound - downregulates - Gene	CdG	3	4
CdGbCdGdD	Disease - downregulates - Gene	DdG	4	4
CdGbCdGuD	Compound - downregulates - Gene	CdG	1	4
CdGbCdGuD	Compound - binds - Gene	CbG	2	4
CdGbCdGuD	Compound - downregulates - Gene	CdG	3	4
CdGbCdGuD	Disease - upregulates - Gene	DuG	4	4
CdGbCpDrD	Compound - downregulates - Gene	CdG	1	4
CdGbCpDrD	Compound - binds - Gene	CbG	2	4
CdGbCpDrD	Compound - palliates - Disease	CpD	3	4
CdGbCpDrD	Disease - resembles - Disease	DrD	4	4
CdGbCrCpD	Compound - downregulates - Gene	CdG	1	4
CdGbCrCpD	Compound - binds - Gene	CbG	2	4
CdGbCrCpD	Compound - resembles - Compound	CrC	3	4
CdGbCrCpD	Compound - palliates - Disease	CpD	4	4
CdGbCrCtD	Compound - downregulates - Gene	CdG	1	4
CdGbCrCtD	Compound - binds - Gene	CbG	2	4
CdGbCrCtD	Compound - resembles - Compound	CrC	3	4
CdGbCrCtD	Compound - treats - Disease	CtD	4	4
CdGbCtDrD	Compound - downregulates - Gene	CdG	1	4
CdGbCtDrD	Compound - binds - Gene	CbG	2	4
CdGbCtDrD	Compound - treats - Disease	CtD	3	4
CdGbCtDrD	Disease - resembles - Disease	DrD	4	4
CdGbCuGaD	Compound - downregulates - Gene	CdG	1	4
CdGbCuGaD	Compound - binds - Gene	CbG	2	4
CdGbCuGaD	Compound - upregulates - Gene	CuG	3	4
CdGbCuGaD	Disease - associates - Gene	DaG	4	4
CdGbCuGdD	Compound - downregulates - Gene	CdG	1	4
CdGbCuGdD	Compound - binds - Gene	CbG	2	4
CdGbCuGdD	Compound - upregulates - Gene	CuG	3	4
CdGbCuGdD	Disease - downregulates - Gene	DdG	4	4
CdGbCuGuD	Compound - downregulates - Gene	CdG	1	4
CdGbCuGuD	Compound - binds - Gene	CbG	2	4
CdGbCuGuD	Compound - upregulates - Gene	CuG	3	4
CdGbCuGuD	Disease - upregulates - Gene	DuG	4	4
CdGcG<rGaD	Compound - downregulates - Gene	CdG	1	4
CdGcG<rGaD	Gene - covaries - Gene	GcG	2	4
CdGcG<rGaD	Gene > regulates > Gene	GrG	3	4
CdGcG<rGaD	Disease - associates - Gene	DaG	4	4
CdGcG<rGdD	Compound - downregulates - Gene	CdG	1	4
CdGcG<rGdD	Gene - covaries - Gene	GcG	2	4
CdGcG<rGdD	Gene > regulates > Gene	GrG	3	4
CdGcG<rGdD	Disease - downregulates - Gene	DdG	4	4
CdGcG<rGuD	Compound - downregulates - Gene	CdG	1	4
CdGcG<rGuD	Gene - covaries - Gene	GcG	2	4
CdGcG<rGuD	Gene > regulates > Gene	GrG	3	4
CdGcG<rGuD	Disease - upregulates - Gene	DuG	4	4
CdGcGaDrD	Compound - downregulates - Gene	CdG	1	4
CdGcGaDrD	Gene - covaries - Gene	GcG	2	4
CdGcGaDrD	Disease - associates - Gene	DaG	3	4
CdGcGaDrD	Disease - resembles - Disease	DrD	4	4
CdGcGbCpD	Compound - downregulates - Gene	CdG	1	4
CdGcGbCpD	Gene - covaries - Gene	GcG	2	4
CdGcGbCpD	Compound - binds - Gene	CbG	3	4
CdGcGbCpD	Compound - palliates - Disease	CpD	4	4
CdGcGbCtD	Compound - downregulates - Gene	CdG	1	4
CdGcGbCtD	Gene - covaries - Gene	GcG	2	4
CdGcGbCtD	Compound - binds - Gene	CbG	3	4
CdGcGbCtD	Compound - treats - Disease	CtD	4	4
CdGcGcGaD	Compound - downregulates - Gene	CdG	1	4
CdGcGcGaD	Gene - covaries - Gene	GcG	2	4
CdGcGcGaD	Gene - covaries - Gene	GcG	3	4
CdGcGcGaD	Disease - associates - Gene	DaG	4	4
CdGcGcGdD	Compound - downregulates - Gene	CdG	1	4
CdGcGcGdD	Gene - covaries - Gene	GcG	2	4
CdGcGcGdD	Gene - covaries - Gene	GcG	3	4
CdGcGcGdD	Disease - downregulates - Gene	DdG	4	4
CdGcGcGuD	Compound - downregulates - Gene	CdG	1	4
CdGcGcGuD	Gene - covaries - Gene	GcG	2	4
CdGcGcGuD	Gene - covaries - Gene	GcG	3	4
CdGcGcGuD	Disease - upregulates - Gene	DuG	4	4
CdGcGdAlD	Compound - downregulates - Gene	CdG	1	4
CdGcGdAlD	Gene - covaries - Gene	GcG	2	4
CdGcGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CdGcGdAlD	Disease - localizes - Anatomy	DlA	4	4
CdGcGdCpD	Compound - downregulates - Gene	CdG	1	4
CdGcGdCpD	Gene - covaries - Gene	GcG	2	4
CdGcGdCpD	Compound - downregulates - Gene	CdG	3	4
CdGcGdCpD	Compound - palliates - Disease	CpD	4	4
CdGcGdCtD	Compound - downregulates - Gene	CdG	1	4
CdGcGdCtD	Gene - covaries - Gene	GcG	2	4
CdGcGdCtD	Compound - downregulates - Gene	CdG	3	4
CdGcGdCtD	Compound - treats - Disease	CtD	4	4
CdGcGdDrD	Compound - downregulates - Gene	CdG	1	4
CdGcGdDrD	Gene - covaries - Gene	GcG	2	4
CdGcGdDrD	Disease - downregulates - Gene	DdG	3	4
CdGcGdDrD	Disease - resembles - Disease	DrD	4	4
CdGcGeAlD	Compound - downregulates - Gene	CdG	1	4
CdGcGeAlD	Gene - covaries - Gene	GcG	2	4
CdGcGeAlD	Anatomy - expresses - Gene	AeG	3	4
CdGcGeAlD	Disease - localizes - Anatomy	DlA	4	4
CdGcGiGaD	Compound - downregulates - Gene	CdG	1	4
CdGcGiGaD	Gene - covaries - Gene	GcG	2	4
CdGcGiGaD	Gene - interacts - Gene	GiG	3	4
CdGcGiGaD	Disease - associates - Gene	DaG	4	4
CdGcGiGdD	Compound - downregulates - Gene	CdG	1	4
CdGcGiGdD	Gene - covaries - Gene	GcG	2	4
CdGcGiGdD	Gene - interacts - Gene	GiG	3	4
CdGcGiGdD	Disease - downregulates - Gene	DdG	4	4
CdGcGiGuD	Compound - downregulates - Gene	CdG	1	4
CdGcGiGuD	Gene - covaries - Gene	GcG	2	4
CdGcGiGuD	Gene - interacts - Gene	GiG	3	4
CdGcGiGuD	Disease - upregulates - Gene	DuG	4	4
CdGcGr>GaD	Compound - downregulates - Gene	CdG	1	4
CdGcGr>GaD	Gene - covaries - Gene	GcG	2	4
CdGcGr>GaD	Gene > regulates > Gene	GrG	3	4
CdGcGr>GaD	Disease - associates - Gene	DaG	4	4
CdGcGr>GdD	Compound - downregulates - Gene	CdG	1	4
CdGcGr>GdD	Gene - covaries - Gene	GcG	2	4
CdGcGr>GdD	Gene > regulates > Gene	GrG	3	4
CdGcGr>GdD	Disease - downregulates - Gene	DdG	4	4
CdGcGr>GuD	Compound - downregulates - Gene	CdG	1	4
CdGcGr>GuD	Gene - covaries - Gene	GcG	2	4
CdGcGr>GuD	Gene > regulates > Gene	GrG	3	4
CdGcGr>GuD	Disease - upregulates - Gene	DuG	4	4
CdGcGuAlD	Compound - downregulates - Gene	CdG	1	4
CdGcGuAlD	Gene - covaries - Gene	GcG	2	4
CdGcGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CdGcGuAlD	Disease - localizes - Anatomy	DlA	4	4
CdGcGuCpD	Compound - downregulates - Gene	CdG	1	4
CdGcGuCpD	Gene - covaries - Gene	GcG	2	4
CdGcGuCpD	Compound - upregulates - Gene	CuG	3	4
CdGcGuCpD	Compound - palliates - Disease	CpD	4	4
CdGcGuCtD	Compound - downregulates - Gene	CdG	1	4
CdGcGuCtD	Gene - covaries - Gene	GcG	2	4
CdGcGuCtD	Compound - upregulates - Gene	CuG	3	4
CdGcGuCtD	Compound - treats - Disease	CtD	4	4
CdGcGuDrD	Compound - downregulates - Gene	CdG	1	4
CdGcGuDrD	Gene - covaries - Gene	GcG	2	4
CdGcGuDrD	Disease - upregulates - Gene	DuG	3	4
CdGcGuDrD	Disease - resembles - Disease	DrD	4	4
CdGdAdGaD	Compound - downregulates - Gene	CdG	1	4
CdGdAdGaD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAdGaD	Anatomy - downregulates - Gene	AdG	3	4
CdGdAdGaD	Disease - associates - Gene	DaG	4	4
CdGdAdGdD	Compound - downregulates - Gene	CdG	1	4
CdGdAdGdD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAdGdD	Anatomy - downregulates - Gene	AdG	3	4
CdGdAdGdD	Disease - downregulates - Gene	DdG	4	4
CdGdAdGuD	Compound - downregulates - Gene	CdG	1	4
CdGdAdGuD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAdGuD	Anatomy - downregulates - Gene	AdG	3	4
CdGdAdGuD	Disease - upregulates - Gene	DuG	4	4
CdGdAeGaD	Compound - downregulates - Gene	CdG	1	4
CdGdAeGaD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAeGaD	Anatomy - expresses - Gene	AeG	3	4
CdGdAeGaD	Disease - associates - Gene	DaG	4	4
CdGdAeGdD	Compound - downregulates - Gene	CdG	1	4
CdGdAeGdD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAeGdD	Anatomy - expresses - Gene	AeG	3	4
CdGdAeGdD	Disease - downregulates - Gene	DdG	4	4
CdGdAeGuD	Compound - downregulates - Gene	CdG	1	4
CdGdAeGuD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAeGuD	Anatomy - expresses - Gene	AeG	3	4
CdGdAeGuD	Disease - upregulates - Gene	DuG	4	4
CdGdAlDrD	Compound - downregulates - Gene	CdG	1	4
CdGdAlDrD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAlDrD	Disease - localizes - Anatomy	DlA	3	4
CdGdAlDrD	Disease - resembles - Disease	DrD	4	4
CdGdAuGaD	Compound - downregulates - Gene	CdG	1	4
CdGdAuGaD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAuGaD	Anatomy - upregulates - Gene	AuG	3	4
CdGdAuGaD	Disease - associates - Gene	DaG	4	4
CdGdAuGdD	Compound - downregulates - Gene	CdG	1	4
CdGdAuGdD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAuGdD	Anatomy - upregulates - Gene	AuG	3	4
CdGdAuGdD	Disease - downregulates - Gene	DdG	4	4
CdGdAuGuD	Compound - downregulates - Gene	CdG	1	4
CdGdAuGuD	Anatomy - downregulates - Gene	AdG	2	4
CdGdAuGuD	Anatomy - upregulates - Gene	AuG	3	4
CdGdAuGuD	Disease - upregulates - Gene	DuG	4	4
CdGdCbGaD	Compound - downregulates - Gene	CdG	1	4
CdGdCbGaD	Compound - downregulates - Gene	CdG	2	4
CdGdCbGaD	Compound - binds - Gene	CbG	3	4
CdGdCbGaD	Disease - associates - Gene	DaG	4	4
CdGdCbGdD	Compound - downregulates - Gene	CdG	1	4
CdGdCbGdD	Compound - downregulates - Gene	CdG	2	4
CdGdCbGdD	Compound - binds - Gene	CbG	3	4
CdGdCbGdD	Disease - downregulates - Gene	DdG	4	4
CdGdCbGuD	Compound - downregulates - Gene	CdG	1	4
CdGdCbGuD	Compound - downregulates - Gene	CdG	2	4
CdGdCbGuD	Compound - binds - Gene	CbG	3	4
CdGdCbGuD	Disease - upregulates - Gene	DuG	4	4
CdGdCdGaD	Compound - downregulates - Gene	CdG	1	4
CdGdCdGaD	Compound - downregulates - Gene	CdG	2	4
CdGdCdGaD	Compound - downregulates - Gene	CdG	3	4
CdGdCdGaD	Disease - associates - Gene	DaG	4	4
CdGdCdGdD	Compound - downregulates - Gene	CdG	1	4
CdGdCdGdD	Compound - downregulates - Gene	CdG	2	4
CdGdCdGdD	Compound - downregulates - Gene	CdG	3	4
CdGdCdGdD	Disease - downregulates - Gene	DdG	4	4
CdGdCdGuD	Compound - downregulates - Gene	CdG	1	4
CdGdCdGuD	Compound - downregulates - Gene	CdG	2	4
CdGdCdGuD	Compound - downregulates - Gene	CdG	3	4
CdGdCdGuD	Disease - upregulates - Gene	DuG	4	4
CdGdCpDrD	Compound - downregulates - Gene	CdG	1	4
CdGdCpDrD	Compound - downregulates - Gene	CdG	2	4
CdGdCpDrD	Compound - palliates - Disease	CpD	3	4
CdGdCpDrD	Disease - resembles - Disease	DrD	4	4
CdGdCrCpD	Compound - downregulates - Gene	CdG	1	4
CdGdCrCpD	Compound - downregulates - Gene	CdG	2	4
CdGdCrCpD	Compound - resembles - Compound	CrC	3	4
CdGdCrCpD	Compound - palliates - Disease	CpD	4	4
CdGdCrCtD	Compound - downregulates - Gene	CdG	1	4
CdGdCrCtD	Compound - downregulates - Gene	CdG	2	4
CdGdCrCtD	Compound - resembles - Compound	CrC	3	4
CdGdCrCtD	Compound - treats - Disease	CtD	4	4
CdGdCtDrD	Compound - downregulates - Gene	CdG	1	4
CdGdCtDrD	Compound - downregulates - Gene	CdG	2	4
CdGdCtDrD	Compound - treats - Disease	CtD	3	4
CdGdCtDrD	Disease - resembles - Disease	DrD	4	4
CdGdCuGaD	Compound - downregulates - Gene	CdG	1	4
CdGdCuGaD	Compound - downregulates - Gene	CdG	2	4
CdGdCuGaD	Compound - upregulates - Gene	CuG	3	4
CdGdCuGaD	Disease - associates - Gene	DaG	4	4
CdGdCuGdD	Compound - downregulates - Gene	CdG	1	4
CdGdCuGdD	Compound - downregulates - Gene	CdG	2	4
CdGdCuGdD	Compound - upregulates - Gene	CuG	3	4
CdGdCuGdD	Disease - downregulates - Gene	DdG	4	4
CdGdCuGuD	Compound - downregulates - Gene	CdG	1	4
CdGdCuGuD	Compound - downregulates - Gene	CdG	2	4
CdGdCuGuD	Compound - upregulates - Gene	CuG	3	4
CdGdCuGuD	Disease - upregulates - Gene	DuG	4	4
CdGdDaGaD	Compound - downregulates - Gene	CdG	1	4
CdGdDaGaD	Disease - downregulates - Gene	DdG	2	4
CdGdDaGaD	Disease - associates - Gene	DaG	3	4
CdGdDaGaD	Disease - associates - Gene	DaG	4	4
CdGdDaGdD	Compound - downregulates - Gene	CdG	1	4
CdGdDaGdD	Disease - downregulates - Gene	DdG	2	4
CdGdDaGdD	Disease - associates - Gene	DaG	3	4
CdGdDaGdD	Disease - downregulates - Gene	DdG	4	4
CdGdDaGuD	Compound - downregulates - Gene	CdG	1	4
CdGdDaGuD	Disease - downregulates - Gene	DdG	2	4
CdGdDaGuD	Disease - associates - Gene	DaG	3	4
CdGdDaGuD	Disease - upregulates - Gene	DuG	4	4
CdGdDdGaD	Compound - downregulates - Gene	CdG	1	4
CdGdDdGaD	Disease - downregulates - Gene	DdG	2	4
CdGdDdGaD	Disease - downregulates - Gene	DdG	3	4
CdGdDdGaD	Disease - associates - Gene	DaG	4	4
CdGdDdGdD	Compound - downregulates - Gene	CdG	1	4
CdGdDdGdD	Disease - downregulates - Gene	DdG	2	4
CdGdDdGdD	Disease - downregulates - Gene	DdG	3	4
CdGdDdGdD	Disease - downregulates - Gene	DdG	4	4
CdGdDdGuD	Compound - downregulates - Gene	CdG	1	4
CdGdDdGuD	Disease - downregulates - Gene	DdG	2	4
CdGdDdGuD	Disease - downregulates - Gene	DdG	3	4
CdGdDdGuD	Disease - upregulates - Gene	DuG	4	4
CdGdDlAlD	Compound - downregulates - Gene	CdG	1	4
CdGdDlAlD	Disease - downregulates - Gene	DdG	2	4
CdGdDlAlD	Disease - localizes - Anatomy	DlA	3	4
CdGdDlAlD	Disease - localizes - Anatomy	DlA	4	4
CdGdDpCpD	Compound - downregulates - Gene	CdG	1	4
CdGdDpCpD	Disease - downregulates - Gene	DdG	2	4
CdGdDpCpD	Compound - palliates - Disease	CpD	3	4
CdGdDpCpD	Compound - palliates - Disease	CpD	4	4
CdGdDpCtD	Compound - downregulates - Gene	CdG	1	4
CdGdDpCtD	Disease - downregulates - Gene	DdG	2	4
CdGdDpCtD	Compound - palliates - Disease	CpD	3	4
CdGdDpCtD	Compound - treats - Disease	CtD	4	4
CdGdDpSpD	Compound - downregulates - Gene	CdG	1	4
CdGdDpSpD	Disease - downregulates - Gene	DdG	2	4
CdGdDpSpD	Disease - presents - Symptom	DpS	3	4
CdGdDpSpD	Disease - presents - Symptom	DpS	4	4
CdGdDrDrD	Compound - downregulates - Gene	CdG	1	4
CdGdDrDrD	Disease - downregulates - Gene	DdG	2	4
CdGdDrDrD	Disease - resembles - Disease	DrD	3	4
CdGdDrDrD	Disease - resembles - Disease	DrD	4	4
CdGdDtCpD	Compound - downregulates - Gene	CdG	1	4
CdGdDtCpD	Disease - downregulates - Gene	DdG	2	4
CdGdDtCpD	Compound - treats - Disease	CtD	3	4
CdGdDtCpD	Compound - palliates - Disease	CpD	4	4
CdGdDtCtD	Compound - downregulates - Gene	CdG	1	4
CdGdDtCtD	Disease - downregulates - Gene	DdG	2	4
CdGdDtCtD	Compound - treats - Disease	CtD	3	4
CdGdDtCtD	Compound - treats - Disease	CtD	4	4
CdGdDuGaD	Compound - downregulates - Gene	CdG	1	4
CdGdDuGaD	Disease - downregulates - Gene	DdG	2	4
CdGdDuGaD	Disease - upregulates - Gene	DuG	3	4
CdGdDuGaD	Disease - associates - Gene	DaG	4	4
CdGdDuGdD	Compound - downregulates - Gene	CdG	1	4
CdGdDuGdD	Disease - downregulates - Gene	DdG	2	4
CdGdDuGdD	Disease - upregulates - Gene	DuG	3	4
CdGdDuGdD	Disease - downregulates - Gene	DdG	4	4
CdGdDuGuD	Compound - downregulates - Gene	CdG	1	4
CdGdDuGuD	Disease - downregulates - Gene	DdG	2	4
CdGdDuGuD	Disease - upregulates - Gene	DuG	3	4
CdGdDuGuD	Disease - upregulates - Gene	DuG	4	4
CdGeAdGaD	Compound - downregulates - Gene	CdG	1	4
CdGeAdGaD	Anatomy - expresses - Gene	AeG	2	4
CdGeAdGaD	Anatomy - downregulates - Gene	AdG	3	4
CdGeAdGaD	Disease - associates - Gene	DaG	4	4
CdGeAdGdD	Compound - downregulates - Gene	CdG	1	4
CdGeAdGdD	Anatomy - expresses - Gene	AeG	2	4
CdGeAdGdD	Anatomy - downregulates - Gene	AdG	3	4
CdGeAdGdD	Disease - downregulates - Gene	DdG	4	4
CdGeAdGuD	Compound - downregulates - Gene	CdG	1	4
CdGeAdGuD	Anatomy - expresses - Gene	AeG	2	4
CdGeAdGuD	Anatomy - downregulates - Gene	AdG	3	4
CdGeAdGuD	Disease - upregulates - Gene	DuG	4	4
CdGeAeGaD	Compound - downregulates - Gene	CdG	1	4
CdGeAeGaD	Anatomy - expresses - Gene	AeG	2	4
CdGeAeGaD	Anatomy - expresses - Gene	AeG	3	4
CdGeAeGaD	Disease - associates - Gene	DaG	4	4
CdGeAeGdD	Compound - downregulates - Gene	CdG	1	4
CdGeAeGdD	Anatomy - expresses - Gene	AeG	2	4
CdGeAeGdD	Anatomy - expresses - Gene	AeG	3	4
CdGeAeGdD	Disease - downregulates - Gene	DdG	4	4
CdGeAeGuD	Compound - downregulates - Gene	CdG	1	4
CdGeAeGuD	Anatomy - expresses - Gene	AeG	2	4
CdGeAeGuD	Anatomy - expresses - Gene	AeG	3	4
CdGeAeGuD	Disease - upregulates - Gene	DuG	4	4
CdGeAlDrD	Compound - downregulates - Gene	CdG	1	4
CdGeAlDrD	Anatomy - expresses - Gene	AeG	2	4
CdGeAlDrD	Disease - localizes - Anatomy	DlA	3	4
CdGeAlDrD	Disease - resembles - Disease	DrD	4	4
CdGeAuGaD	Compound - downregulates - Gene	CdG	1	4
CdGeAuGaD	Anatomy - expresses - Gene	AeG	2	4
CdGeAuGaD	Anatomy - upregulates - Gene	AuG	3	4
CdGeAuGaD	Disease - associates - Gene	DaG	4	4
CdGeAuGdD	Compound - downregulates - Gene	CdG	1	4
CdGeAuGdD	Anatomy - expresses - Gene	AeG	2	4
CdGeAuGdD	Anatomy - upregulates - Gene	AuG	3	4
CdGeAuGdD	Disease - downregulates - Gene	DdG	4	4
CdGeAuGuD	Compound - downregulates - Gene	CdG	1	4
CdGeAuGuD	Anatomy - expresses - Gene	AeG	2	4
CdGeAuGuD	Anatomy - upregulates - Gene	AuG	3	4
CdGeAuGuD	Disease - upregulates - Gene	DuG	4	4
CdGiG<rGaD	Compound - downregulates - Gene	CdG	1	4
CdGiG<rGaD	Gene - interacts - Gene	GiG	2	4
CdGiG<rGaD	Gene > regulates > Gene	GrG	3	4
CdGiG<rGaD	Disease - associates - Gene	DaG	4	4
CdGiG<rGdD	Compound - downregulates - Gene	CdG	1	4
CdGiG<rGdD	Gene - interacts - Gene	GiG	2	4
CdGiG<rGdD	Gene > regulates > Gene	GrG	3	4
CdGiG<rGdD	Disease - downregulates - Gene	DdG	4	4
CdGiG<rGuD	Compound - downregulates - Gene	CdG	1	4
CdGiG<rGuD	Gene - interacts - Gene	GiG	2	4
CdGiG<rGuD	Gene > regulates > Gene	GrG	3	4
CdGiG<rGuD	Disease - upregulates - Gene	DuG	4	4
CdGiGaDrD	Compound - downregulates - Gene	CdG	1	4
CdGiGaDrD	Gene - interacts - Gene	GiG	2	4
CdGiGaDrD	Disease - associates - Gene	DaG	3	4
CdGiGaDrD	Disease - resembles - Disease	DrD	4	4
CdGiGbCpD	Compound - downregulates - Gene	CdG	1	4
CdGiGbCpD	Gene - interacts - Gene	GiG	2	4
CdGiGbCpD	Compound - binds - Gene	CbG	3	4
CdGiGbCpD	Compound - palliates - Disease	CpD	4	4
CdGiGbCtD	Compound - downregulates - Gene	CdG	1	4
CdGiGbCtD	Gene - interacts - Gene	GiG	2	4
CdGiGbCtD	Compound - binds - Gene	CbG	3	4
CdGiGbCtD	Compound - treats - Disease	CtD	4	4
CdGiGcGaD	Compound - downregulates - Gene	CdG	1	4
CdGiGcGaD	Gene - interacts - Gene	GiG	2	4
CdGiGcGaD	Gene - covaries - Gene	GcG	3	4
CdGiGcGaD	Disease - associates - Gene	DaG	4	4
CdGiGcGdD	Compound - downregulates - Gene	CdG	1	4
CdGiGcGdD	Gene - interacts - Gene	GiG	2	4
CdGiGcGdD	Gene - covaries - Gene	GcG	3	4
CdGiGcGdD	Disease - downregulates - Gene	DdG	4	4
CdGiGcGuD	Compound - downregulates - Gene	CdG	1	4
CdGiGcGuD	Gene - interacts - Gene	GiG	2	4
CdGiGcGuD	Gene - covaries - Gene	GcG	3	4
CdGiGcGuD	Disease - upregulates - Gene	DuG	4	4
CdGiGdAlD	Compound - downregulates - Gene	CdG	1	4
CdGiGdAlD	Gene - interacts - Gene	GiG	2	4
CdGiGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CdGiGdAlD	Disease - localizes - Anatomy	DlA	4	4
CdGiGdCpD	Compound - downregulates - Gene	CdG	1	4
CdGiGdCpD	Gene - interacts - Gene	GiG	2	4
CdGiGdCpD	Compound - downregulates - Gene	CdG	3	4
CdGiGdCpD	Compound - palliates - Disease	CpD	4	4
CdGiGdCtD	Compound - downregulates - Gene	CdG	1	4
CdGiGdCtD	Gene - interacts - Gene	GiG	2	4
CdGiGdCtD	Compound - downregulates - Gene	CdG	3	4
CdGiGdCtD	Compound - treats - Disease	CtD	4	4
CdGiGdDrD	Compound - downregulates - Gene	CdG	1	4
CdGiGdDrD	Gene - interacts - Gene	GiG	2	4
CdGiGdDrD	Disease - downregulates - Gene	DdG	3	4
CdGiGdDrD	Disease - resembles - Disease	DrD	4	4
CdGiGeAlD	Compound - downregulates - Gene	CdG	1	4
CdGiGeAlD	Gene - interacts - Gene	GiG	2	4
CdGiGeAlD	Anatomy - expresses - Gene	AeG	3	4
CdGiGeAlD	Disease - localizes - Anatomy	DlA	4	4
CdGiGiGaD	Compound - downregulates - Gene	CdG	1	4
CdGiGiGaD	Gene - interacts - Gene	GiG	2	4
CdGiGiGaD	Gene - interacts - Gene	GiG	3	4
CdGiGiGaD	Disease - associates - Gene	DaG	4	4
CdGiGiGdD	Compound - downregulates - Gene	CdG	1	4
CdGiGiGdD	Gene - interacts - Gene	GiG	2	4
CdGiGiGdD	Gene - interacts - Gene	GiG	3	4
CdGiGiGdD	Disease - downregulates - Gene	DdG	4	4
CdGiGiGuD	Compound - downregulates - Gene	CdG	1	4
CdGiGiGuD	Gene - interacts - Gene	GiG	2	4
CdGiGiGuD	Gene - interacts - Gene	GiG	3	4
CdGiGiGuD	Disease - upregulates - Gene	DuG	4	4
CdGiGr>GaD	Compound - downregulates - Gene	CdG	1	4
CdGiGr>GaD	Gene - interacts - Gene	GiG	2	4
CdGiGr>GaD	Gene > regulates > Gene	GrG	3	4
CdGiGr>GaD	Disease - associates - Gene	DaG	4	4
CdGiGr>GdD	Compound - downregulates - Gene	CdG	1	4
CdGiGr>GdD	Gene - interacts - Gene	GiG	2	4
CdGiGr>GdD	Gene > regulates > Gene	GrG	3	4
CdGiGr>GdD	Disease - downregulates - Gene	DdG	4	4
CdGiGr>GuD	Compound - downregulates - Gene	CdG	1	4
CdGiGr>GuD	Gene - interacts - Gene	GiG	2	4
CdGiGr>GuD	Gene > regulates > Gene	GrG	3	4
