hetnet	metapath	nonzero	auroc	auprc	mean_PC	seconds_per_query	permuted
hetio-ind_perm-0	CrCbGaD	0.496	0.56	0.247	2.95	0.0134	1
hetio-ind_perm-0	CrCbGdD	0.231	0.524	0.227	2.18	0.0157	1
hetio-ind_perm-0	CrCbGuD	0.208	0.52	0.225	1.63	0.0146	1
hetio-ind_perm-0	CrCdGaD	0.3	0.551	0.262	1.63	0.0131	1
hetio-ind_perm-0	CrCdGdD	0.207	0.514	0.217	4.46	0.0207	1
hetio-ind_perm-0	CrCdGuD	0.234	0.527	0.228	6.26	0.0218	1
hetio-ind_perm-0	CrCpD	0.0204	0.506	0.25	0.0228	0.0113	1
hetio-ind_perm-0	CrCpDrD	0.0906	0.504	0.207	0.123	0.0116	1
hetio-ind_perm-0	CrCrCpD	0.149	0.541	0.256	0.366	0.0114	1
hetio-ind_perm-0	CrCrCtD	0.348	0.593	0.291	1.02	0.0114	1
hetio-ind_perm-0	CrCtD	0.049	0.526	0.293	0.0546	0.0117	1
hetio-ind_perm-0	CrCtDrD	0.126	0.508	0.214	0.187	0.0109	1
hetio-ind_perm-0	CrCuGaD	0.341	0.546	0.242	1.98	0.014	1
hetio-ind_perm-0	CrCuGdD	0.207	0.522	0.224	4.04	0.0199	1
hetio-ind_perm-0	CrCuGuD	0.224	0.521	0.225	4.92	0.0213	1
hetio-ind_perm-0	CtDaGaD	0.894	0.494	0.331	29.5	0.019	1
hetio-ind_perm-0	CtDaGdD	0.387	0.581	0.298	18.6	0.0165	1
hetio-ind_perm-0	CtDaGuD	0.417	0.608	0.313	24	0.0189	1
hetio-ind_perm-0	CtDdGaD	0.514	0.686	0.394	14.3	0.014	1
hetio-ind_perm-0	CtDdGdD	0.273	0.534	0.235	46.9	0.0243	1
hetio-ind_perm-0	CtDdGuD	0.297	0.632	0.364	59.4	0.0231	1
hetio-ind_perm-0	CtDlAlD	0.821	0.477	0.295	7.5	0.0129	1
hetio-ind_perm-0	CtDpCpD	0.0556	0.525	0.275	0.0792	0.0115	1
hetio-ind_perm-0	CtDpCtD	0.0951	0.601	0.391	0.136	0.0113	1
hetio-ind_perm-0	CtDpSpD	0.814	0.466	0.266	7.13	0.0129	1
hetio-ind_perm-0	CtDrD	0.106	0.527	0.241	0.124	0.0115	1
hetio-ind_perm-0	CtDrDrD	0.469	0.508	0.224	1.55	0.0118	1
hetio-ind_perm-0	CtDtCpD	0.0922	0.552	0.305	0.155	0.0115	1
hetio-ind_perm-0	CtDtCtD	0.569	0.537	0.281	2.24	0.0118	1
hetio-ind_perm-0	CtDuGaD	0.546	0.713	0.412	18.2	0.0152	1
hetio-ind_perm-0	CtDuGdD	0.301	0.627	0.361	60	0.0236	1
hetio-ind_perm-0	CtDuGuD	0.287	0.537	0.237	58.8	0.0243	1
hetio-ind_perm-0	CuG<rGaD	0.625	0.62	0.329	175	0.0338	1
hetio-ind_perm-0	CuG<rGdD	0.291	0.57	0.268	269	0.0416	1
hetio-ind_perm-0	CuG<rGuD	0.305	0.58	0.274	324	0.0477	1
hetio-ind_perm-0	CuGaD	0.199	0.588	0.326	1.05	0.0119	1
hetio-ind_perm-0	CuGaDrD	0.3	0.551	0.258	4.45	0.0125	1
hetio-ind_perm-0	CuGbCpD	0.0419	0.529	0.325	0.108	0.0113	1
hetio-ind_perm-0	CuGbCtD	0.119	0.569	0.331	0.494	0.0119	1
hetio-ind_perm-0	CuGcGaD	0.238	0.584	0.32	2.34	0.0151	1
hetio-ind_perm-0	CuGcGdD	0.185	0.552	0.266	11	0.0235	1
hetio-ind_perm-0	CuGcGuD	0.187	0.55	0.265	10.6	0.0236	1
hetio-ind_perm-0	CuGdAlD	0.529	0.567	0.263	39.7	0.0327	1
hetio-ind_perm-0	CuGdCpD	0.0652	0.539	0.316	0.299	0.0114	1
hetio-ind_perm-0	CuGdCtD	0.364	0.629	0.355	12.7	0.0164	1
hetio-ind_perm-0	CuGdD	0.134	0.538	0.267	2.23	0.0128	1
hetio-ind_perm-0	CuGdDrD	0.328	0.546	0.255	9.44	0.0195	1
hetio-ind_perm-0	CuGeAlD	0.651	0.586	0.283	246	0.115	1
hetio-ind_perm-0	CuGiGaD	0.473	0.623	0.33	31.5	0.0264	1
hetio-ind_perm-0	CuGiGdD	0.254	0.573	0.277	60.3	0.0335	1
hetio-ind_perm-0	CuGiGuD	0.261	0.57	0.275	66.9	0.0348	1
hetio-ind_perm-0	CuGr>GaD	0.534	0.623	0.332	76.2	0.0278	1
hetio-ind_perm-0	CuGr>GdD	0.273	0.579	0.278	168	0.04	1
hetio-ind_perm-0	CuGr>GuD	0.286	0.584	0.281	226	0.0489	1
hetio-ind_perm-0	CuGuAlD	0.523	0.567	0.268	40.6	0.0308	1
hetio-ind_perm-0	CuGuCpD	0.137	0.564	0.307	1.12	0.0115	1
hetio-ind_perm-0	CuGuCtD	0.495	0.632	0.33	31	0.0177	1
hetio-ind_perm-0	CuGuD	0.148	0.544	0.269	2.68	0.0128	1
hetio-ind_perm-0	CuGuDrD	0.34	0.558	0.261	11.4	0.0211	1
hetio-ind_perm-1	CbG<rG<rGaD	0.832	0.587	0.27	467	0.0517	1
hetio-ind_perm-1	CbG<rG<rGdD	0.404	0.561	0.23	675	0.0682	1
hetio-ind_perm-1	CbG<rG<rGuD	0.414	0.579	0.239	822	0.0815	1
hetio-ind_perm-1	CbG<rGaD	0.555	0.582	0.265	5.39	0.0354	1
hetio-ind_perm-1	CbG<rGaDrD	0.696	0.513	0.199	25.8	0.0159	1
hetio-ind_perm-1	CbG<rGbCpD	0.17	0.543	0.252	0.75	0.0127	1
hetio-ind_perm-1	CbG<rGbCtD	0.375	0.618	0.31	2.73	0.0126	1
hetio-ind_perm-1	CbG<rGcGaD	0.559	0.594	0.273	8.53	0.0164	1
hetio-ind_perm-1	CbG<rGcGdD	0.35	0.551	0.23	39.4	0.0264	1
hetio-ind_perm-1	CbG<rGcGuD	0.34	0.556	0.234	38.5	0.0264	1
hetio-ind_perm-1	CbG<rGdAlD	0.732	0.538	0.217	155	0.0434	1
hetio-ind_perm-1	CbG<rGdCpD	0.211	0.576	0.27	2.71	0.0121	1
hetio-ind_perm-1	CbG<rGdCtD	0.656	0.646	0.305	65.3	0.0219	1
hetio-ind_perm-1	CbG<rGdD	0.279	0.529	0.221	7.86	0.0521	1
hetio-ind_perm-1	CbG<rGdDrD	0.551	0.502	0.199	40.9	0.0238	1
hetio-ind_perm-1	CbG<rGeAlD	0.833	0.531	0.215	967	0.181	1
hetio-ind_perm-1	CbG<rGiGaD	0.813	0.586	0.269	190	0.034	1
hetio-ind_perm-1	CbG<rGiGdD	0.403	0.563	0.231	371	0.0514	1
hetio-ind_perm-1	CbG<rGiGuD	0.415	0.577	0.237	402	0.055	1
hetio-ind_perm-1	CbG<rGr>GaD	0.843	0.591	0.276	1.11e+03	0.0679	1
hetio-ind_perm-1	CbG<rGr>GdD	0.42	0.568	0.234	2.5e+03	0.137	1
hetio-ind_perm-1	CbG<rGr>GuD	0.436	0.584	0.239	3.24e+03	0.178	1
hetio-ind_perm-1	CbG<rGuAlD	0.735	0.539	0.217	162	0.0431	1
hetio-ind_perm-1	CbG<rGuCpD	0.176	0.567	0.276	2.38	0.0124	1
hetio-ind_perm-1	CbG<rGuCtD	0.659	0.639	0.304	59.2	0.0227	1
hetio-ind_perm-1	CbG<rGuD	0.305	0.544	0.227	9.56	0.061	1
hetio-ind_perm-1	CbG<rGuDrD	0.566	0.508	0.2	49.1	0.0255	1
hetio-ind_perm-1	CbGaD	0.285	0.593	0.274	0.496	0.0142	1
hetio-ind_perm-1	CbGaDaGaD	0.955	0.633	0.306	587	0.0386	1
hetio-ind_perm-1	CbGaDaGdD	0.457	0.563	0.233	328	0.0289	1
hetio-ind_perm-1	CbGaDaGuD	0.457	0.568	0.236	419	0.0316	1
hetio-ind_perm-1	CbGaDdGaD	0.937	0.635	0.309	216	0.0256	1
hetio-ind_perm-1	CbGaDdGdD	0.477	0.572	0.235	884	0.0517	1
hetio-ind_perm-1	CbGaDdGuD	0.475	0.584	0.243	724	0.0434	1
hetio-ind_perm-1	CbGaDlAlD	0.943	0.57	0.236	124	0.0234	1
hetio-ind_perm-1	CbGaDpCpD	0.295	0.569	0.257	2.24	0.0119	1
hetio-ind_perm-1	CbGaDpCtD	0.516	0.614	0.271	2.9	0.012	1
hetio-ind_perm-1	CbGaDpSpD	0.94	0.562	0.23	141	0.0234	1
hetio-ind_perm-1	CbGaDrD	0.544	0.521	0.205	2.06	0.0143	1
hetio-ind_perm-1	CbGaDrDrD	0.867	0.53	0.209	24.2	0.0136	1
hetio-ind_perm-1	CbGaDtCpD	0.224	0.6	0.291	1.72	0.0113	1
hetio-ind_perm-1	CbGaDtCtD	0.874	0.655	0.32	32	0.0137	1
hetio-ind_perm-1	CbGaDuGaD	0.939	0.637	0.31	276	0.027	1
hetio-ind_perm-1	CbGaDuGdD	0.465	0.571	0.235	721	0.0425	1
hetio-ind_perm-1	CbGaDuGuD	0.481	0.585	0.239	1.03e+03	0.057	1
hetio-ind_perm-1	CbGbCbGaD	0.958	0.663	0.342	576	0.0403	1
hetio-ind_perm-1	CbGbCbGdD	0.449	0.561	0.23	404	0.0321	1
hetio-ind_perm-1	CbGbCbGuD	0.451	0.567	0.238	320	0.0292	1
hetio-ind_perm-1	CbGbCdGaD	0.96	0.639	0.321	409	0.0326	1
hetio-ind_perm-1	CbGbCdGdD	0.471	0.568	0.233	1.17e+03	0.06	1
hetio-ind_perm-1	CbGbCdGuD	0.487	0.577	0.235	1.61e+03	0.0781	1
hetio-ind_perm-1	CbGbCpD	0.364	0.588	0.258	2.52	0.012	1
hetio-ind_perm-1	CbGbCpDrD	0.659	0.486	0.195	14.6	0.0151	1
hetio-ind_perm-1	CbGbCrCpD	0.426	0.614	0.274	18.7	0.0162	1
hetio-ind_perm-1	CbGbCrCtD	0.884	0.697	0.376	58.9	0.0212	1
hetio-ind_perm-1	CbGbCtD	0.799	0.674	0.349	9.95	0.0121	1
hetio-ind_perm-1	CbGbCtDrD	0.843	0.527	0.204	33.3	0.0193	1
hetio-ind_perm-1	CbGbCuGaD	0.965	0.649	0.332	492	0.0351	1
hetio-ind_perm-1	CbGbCuGdD	0.476	0.562	0.228	1.09e+03	0.056	1
hetio-ind_perm-1	CbGbCuGuD	0.482	0.575	0.235	1.31e+03	0.066	1
hetio-ind_perm-1	CbGcG<rGaD	0.827	0.607	0.275	31.6	0.0372	1
hetio-ind_perm-1	CbGcG<rGdD	0.398	0.543	0.221	49.8	0.0504	1
hetio-ind_perm-1	CbGcG<rGuD	0.398	0.553	0.227	59.6	0.0592	1
hetio-ind_perm-1	CbGcGaD	0.193	0.563	0.269	0.33	0.0162	1
hetio-ind_perm-1	CbGcGaDrD	0.401	0.515	0.205	1.47	0.0139	1
hetio-ind_perm-1	CbGcGbCpD	0.0448	0.508	0.227	0.0652	0.0116	1
hetio-ind_perm-1	CbGcGbCtD	0.119	0.559	0.299	0.224	0.0125	1
hetio-ind_perm-1	CbGcGcGaD	0.831	0.631	0.295	18.6	0.0174	1
hetio-ind_perm-1	CbGcGcGdD	0.432	0.553	0.224	85.6	0.0288	1
hetio-ind_perm-1	CbGcGcGuD	0.436	0.567	0.231	82.8	0.0277	1
hetio-ind_perm-1	CbGcGdAlD	0.796	0.551	0.223	30.9	0.0412	1
hetio-ind_perm-1	CbGcGdCpD	0.0999	0.529	0.249	0.189	0.0112	1
hetio-ind_perm-1	CbGcGdCtD	0.568	0.644	0.302	3.94	0.0158	1
hetio-ind_perm-1	CbGcGdD	0.245	0.509	0.207	1.53	0.027	1
hetio-ind_perm-1	CbGcGdDrD	0.539	0.514	0.207	8.11	0.0234	1
hetio-ind_perm-1	CbGcGeAlD	0.932	0.539	0.219	146	0.168	1
hetio-ind_perm-1	CbGcGiGaD	0.786	0.615	0.292	13.4	0.0291	1
hetio-ind_perm-1	CbGcGiGdD	0.384	0.551	0.228	23.7	0.0428	1
hetio-ind_perm-1	CbGcGiGuD	0.399	0.557	0.229	26.2	0.045	1
hetio-ind_perm-1	CbGcGr>GaD	0.749	0.597	0.269	15.3	0.0302	1
hetio-ind_perm-1	CbGcGr>GdD	0.369	0.543	0.226	30.9	0.0504	1
hetio-ind_perm-1	CbGcGr>GuD	0.381	0.55	0.227	42	0.064	1
hetio-ind_perm-1	CbGcGuAlD	0.801	0.538	0.216	28.9	0.0391	1
hetio-ind_perm-1	CbGcGuCpD	0.066	0.52	0.25	0.0972	0.0116	1
hetio-ind_perm-1	CbGcGuCtD	0.501	0.636	0.282	3.22	0.0163	1
hetio-ind_perm-1	CbGcGuD	0.256	0.524	0.219	1.38	0.0268	1
hetio-ind_perm-1	CbGcGuDrD	0.542	0.505	0.201	7.11	0.0233	1
hetio-ind_perm-1	CbGdAdGaD	0.972	0.648	0.328	2.12e+03	0.093	1
hetio-ind_perm-1	CbGdAdGdD	0.499	0.567	0.229	7.47e+03	0.297	1
hetio-ind_perm-1	CbGdAdGuD	0.509	0.585	0.236	7.48e+03	0.295	1
hetio-ind_perm-1	CbGdAeGaD	0.972	0.645	0.324	5.89e+03	0.244	1
hetio-ind_perm-1	CbGdAeGdD	0.499	0.567	0.229	2.03e+04	0.817	1
hetio-ind_perm-1	CbGdAeGuD	0.509	0.584	0.236	2.15e+04	0.847	1
hetio-ind_perm-1	CbGdAlD	0.754	0.525	0.211	6.78	0.0403	1
hetio-ind_perm-1	CbGdAlDrD	0.915	0.518	0.205	58.1	0.0167	1
hetio-ind_perm-1	CbGdAuGaD	0.972	0.648	0.328	1.92e+03	0.086	1
hetio-ind_perm-1	CbGdAuGdD	0.498	0.567	0.229	6.56e+03	0.259	1
hetio-ind_perm-1	CbGdAuGuD	0.509	0.585	0.236	7.13e+03	0.28	1
hetio-ind_perm-1	CbGdCbGaD	0.473	0.573	0.258	8.35	0.0134	1
hetio-ind_perm-1	CbGdCbGdD	0.22	0.53	0.229	5.77	0.0143	1
hetio-ind_perm-1	CbGdCbGuD	0.23	0.541	0.237	4.44	0.0146	1
hetio-ind_perm-1	CbGdCdGaD	0.599	0.57	0.278	74.3	0.0192	1
hetio-ind_perm-1	CbGdCdGdD	0.303	0.554	0.237	212	0.0265	1
hetio-ind_perm-1	CbGdCdGuD	0.313	0.558	0.239	284	0.0285	1
hetio-ind_perm-1	CbGdCpD	0.0109	0.502	0.235	0.0127	0.0117	1
hetio-ind_perm-1	CbGdCpDrD	0.0668	0.508	0.222	0.0967	0.0109	1
hetio-ind_perm-1	CbGdCrCpD	0.0662	0.527	0.268	0.15	0.0119	1
hetio-ind_perm-1	CbGdCrCtD	0.176	0.581	0.298	0.465	0.0116	1
hetio-ind_perm-1	CbGdCtD	0.205	0.582	0.291	0.477	0.0167	1
hetio-ind_perm-1	CbGdCtDrD	0.346	0.531	0.217	1.79	0.0118	1
hetio-ind_perm-1	CbGdCuGaD	0.593	0.57	0.275	90.9	0.0202	1
hetio-ind_perm-1	CbGdCuGdD	0.303	0.55	0.235	201	0.025	1
hetio-ind_perm-1	CbGdCuGuD	0.301	0.556	0.239	241	0.0273	1
hetio-ind_perm-1	CbGdD	0.147	0.512	0.214	0.352	0.014	1
hetio-ind_perm-1	CbGdDaGaD	0.973	0.633	0.307	302	0.0285	1
hetio-ind_perm-1	CbGdDaGdD	0.45	0.558	0.227	161	0.0241	1
hetio-ind_perm-1	CbGdDaGuD	0.455	0.563	0.228	204	0.0256	1
hetio-ind_perm-1	CbGdDdGaD	0.974	0.655	0.335	835	0.0439	1
hetio-ind_perm-1	CbGdDdGdD	0.5	0.57	0.231	3.31e+03	0.138	1
hetio-ind_perm-1	CbGdDdGuD	0.51	0.587	0.238	2.85e+03	0.118	1
hetio-ind_perm-1	CbGdDlAlD	0.956	0.563	0.231	57.9	0.017	1
hetio-ind_perm-1	CbGdDpCpD	0.238	0.535	0.231	1.47	0.0115	1
hetio-ind_perm-1	CbGdDpCtD	0.352	0.599	0.275	1.53	0.0113	1
hetio-ind_perm-1	CbGdDpSpD	0.955	0.562	0.23	83.2	0.0208	1
hetio-ind_perm-1	CbGdDrD	0.408	0.509	0.209	1.76	0.024	1
hetio-ind_perm-1	CbGdDrDrD	0.889	0.54	0.215	18.6	0.0133	1
hetio-ind_perm-1	CbGdDtCpD	0.142	0.557	0.274	0.857	0.0112	1
hetio-ind_perm-1	CbGdDtCtD	0.853	0.659	0.315	17.2	0.0125	1
hetio-ind_perm-1	CbGdDuGaD	0.975	0.654	0.334	1.02e+03	0.0508	1
hetio-ind_perm-1	CbGdDuGdD	0.499	0.57	0.231	2.75e+03	0.116	1
hetio-ind_perm-1	CbGdDuGuD	0.509	0.586	0.237	3.77e+03	0.155	1
hetio-ind_perm-1	CbGeAdGaD	0.976	0.658	0.336	4.75e+03	0.191	1
hetio-ind_perm-1	CbGeAdGdD	0.5	0.569	0.231	1.66e+04	0.634	1
hetio-ind_perm-1	CbGeAdGuD	0.511	0.587	0.239	1.65e+04	0.62	1
hetio-ind_perm-1	CbGeAeGaD	0.98	0.654	0.333	2.33e+04	0.9	1
hetio-ind_perm-1	CbGeAeGdD	0.503	0.57	0.232	7.92e+04	2.87	1
hetio-ind_perm-1	CbGeAeGuD	0.513	0.587	0.238	8.36e+04	3.04	1
hetio-ind_perm-1	CbGeAlD	0.943	0.549	0.23	28	0.166	1
hetio-ind_perm-1	CbGeAlDrD	0.942	0.524	0.208	233	0.025	1
hetio-ind_perm-1	CbGeAuGaD	0.976	0.657	0.335	4.78e+03	0.194	1
hetio-ind_perm-1	CbGeAuGdD	0.5	0.568	0.231	1.62e+04	0.618	1
hetio-ind_perm-1	CbGeAuGuD	0.511	0.587	0.238	1.76e+04	0.649	1
hetio-ind_perm-1	CbGiG<rGaD	0.943	0.627	0.312	191	0.0445	1
hetio-ind_perm-1	CbGiG<rGdD	0.449	0.563	0.237	268	0.0594	1
hetio-ind_perm-1	CbGiG<rGuD	0.465	0.582	0.245	329	0.0701	1
hetio-ind_perm-1	CbGiGaD	0.574	0.629	0.301	3.5	0.0282	1
hetio-ind_perm-1	CbGiGaDrD	0.748	0.538	0.21	16.5	0.0158	1
hetio-ind_perm-1	CbGiGbCpD	0.173	0.562	0.274	0.466	0.012	1
hetio-ind_perm-1	CbGiGbCtD	0.414	0.615	0.286	1.8	0.013	1
hetio-ind_perm-1	CbGiGcGaD	0.682	0.637	0.311	8.54	0.0187	1
hetio-ind_perm-1	CbGiGcGdD	0.401	0.555	0.236	40.4	0.0277	1
hetio-ind_perm-1	CbGiGcGuD	0.41	0.565	0.242	39.3	0.0278	1
hetio-ind_perm-1	CbGiGdAlD	0.842	0.55	0.223	140	0.0465	1
hetio-ind_perm-1	CbGiGdCpD	0.187	0.566	0.271	1.14	0.0117	1
hetio-ind_perm-1	CbGiGdCtD	0.722	0.682	0.353	30.8	0.0211	1
hetio-ind_perm-1	CbGiGdD	0.334	0.536	0.231	7.2	0.042	1
hetio-ind_perm-1	CbGiGdDrD	0.629	0.513	0.209	39.5	0.025	1
hetio-ind_perm-1	CbGiGeAlD	0.959	0.553	0.228	893	0.202	1
hetio-ind_perm-1	CbGiGiGaD	0.968	0.638	0.323	978	0.0672	1
hetio-ind_perm-1	CbGiGiGdD	0.494	0.57	0.236	2.39e+03	0.137	1
hetio-ind_perm-1	CbGiGiGuD	0.497	0.588	0.244	2.62e+03	0.144	1
hetio-ind_perm-1	CbGiGr>GaD	0.95	0.623	0.307	193	0.036	1
hetio-ind_perm-1	CbGiGr>GdD	0.457	0.567	0.238	411	0.0642	1
hetio-ind_perm-1	CbGiGr>GuD	0.457	0.575	0.241	549	0.0817	1
hetio-ind_perm-1	CbGiGuAlD	0.845	0.549	0.223	142	0.0431	1
hetio-ind_perm-1	CbGiGuCpD	0.158	0.564	0.277	0.812	0.0123	1
hetio-ind_perm-1	CbGiGuCtD	0.667	0.676	0.345	22.6	0.0195	1
hetio-ind_perm-1	CbGiGuD	0.347	0.539	0.231	7.89	0.0446	1
hetio-ind_perm-1	CbGiGuDrD	0.651	0.513	0.208	42.8	0.0261	1
hetio-ind_perm-1	CbGpBPpGaD	0.98	0.636	0.315	5.37e+03	0.253	1
hetio-ind_perm-1	CbGpBPpGdD	0.492	0.57	0.232	6.92e+03	0.319	1
hetio-ind_perm-1	CbGpBPpGuD	0.512	0.586	0.237	8.05e+03	0.372	1
hetio-ind_perm-1	CbGpCCpGaD	0.959	0.647	0.331	300	0.0288	1
hetio-ind_perm-1	CbGpCCpGdD	0.479	0.571	0.237	671	0.0425	1
hetio-ind_perm-1	CbGpCCpGuD	0.471	0.577	0.242	745	0.0453	1
hetio-ind_perm-1	CbGpMFpGaD	0.976	0.65	0.33	705	0.0434	1
hetio-ind_perm-1	CbGpMFpGdD	0.49	0.569	0.233	1.5e+03	0.0755	1
hetio-ind_perm-1	CbGpMFpGuD	0.5	0.584	0.238	1.59e+03	0.0793	1
hetio-ind_perm-1	CbGpPWpGaD	0.977	0.647	0.315	644	0.045	1
hetio-ind_perm-1	CbGpPWpGdD	0.468	0.567	0.233	716	0.047	1
hetio-ind_perm-1	CbGpPWpGuD	0.489	0.577	0.238	911	0.0561	1
hetio-ind_perm-1	CbGr>G<rGaD	0.887	0.612	0.286	1.9e+03	0.107	1
hetio-ind_perm-1	CbGr>G<rGdD	0.434	0.562	0.228	3.02e+03	0.157	1
hetio-ind_perm-1	CbGr>G<rGuD	0.455	0.584	0.236	3.61e+03	0.186	1
hetio-ind_perm-1	CbGr>GaD	0.639	0.594	0.26	5.39	0.0295	1
hetio-ind_perm-1	CbGr>GaDrD	0.773	0.531	0.206	25.9	0.0165	1
hetio-ind_perm-1	CbGr>GbCpD	0.197	0.56	0.257	0.625	0.0126	1
hetio-ind_perm-1	CbGr>GbCtD	0.477	0.632	0.306	2.73	0.013	1
hetio-ind_perm-1	CbGr>GcGaD	0.716	0.602	0.274	12.4	0.0188	1
hetio-ind_perm-1	CbGr>GcGdD	0.397	0.554	0.225	58.1	0.0287	1
hetio-ind_perm-1	CbGr>GcGuD	0.399	0.561	0.229	55.6	0.0281	1
hetio-ind_perm-1	CbGr>GdAlD	0.775	0.542	0.214	231	0.0498	1
hetio-ind_perm-1	CbGr>GdCpD	0.32	0.6	0.274	9.64	0.0124	1
hetio-ind_perm-1	CbGr>GdCtD	0.806	0.666	0.325	205	0.0277	1
hetio-ind_perm-1	CbGr>GdD	0.337	0.546	0.225	11.8	0.0493	1
hetio-ind_perm-1	CbGr>GdDrD	0.611	0.513	0.206	60.9	0.0253	1
hetio-ind_perm-1	CbGr>GeAlD	0.876	0.539	0.214	1.44e+03	0.207	1
hetio-ind_perm-1	CbGr>GiGaD	0.876	0.611	0.278	191	0.0357	1
hetio-ind_perm-1	CbGr>GiGdD	0.433	0.565	0.229	366	0.054	1
hetio-ind_perm-1	CbGr>GiGuD	0.441	0.578	0.234	401	0.0577	1
hetio-ind_perm-1	CbGr>Gr>GaD	0.881	0.601	0.275	478	0.0466	1
hetio-ind_perm-1	CbGr>Gr>GdD	0.43	0.564	0.229	1.06e+03	0.0865	1
hetio-ind_perm-1	CbGr>Gr>GuD	0.445	0.577	0.232	1.39e+03	0.111	1
hetio-ind_perm-1	CbGr>GuAlD	0.776	0.541	0.213	228	0.046	1
hetio-ind_perm-1	CbGr>GuCpD	0.256	0.587	0.273	5.88	0.0123	1
hetio-ind_perm-1	CbGr>GuCtD	0.775	0.661	0.318	135	0.0245	1
hetio-ind_perm-1	CbGr>GuD	0.358	0.552	0.227	15.6	0.0624	1
hetio-ind_perm-1	CbGr>GuDrD	0.631	0.513	0.205	80.9	0.0265	1
hetio-ind_perm-1	CbGrPBrGaD	0.98	0.648	0.329	1.73e+03	0.0947	1
hetio-ind_perm-1	CbGrPBrGdD	0.5	0.57	0.23	3.69e+03	0.193	1
hetio-ind_perm-1	CbGrPBrGuD	0.51	0.586	0.236	4.55e+03	0.234	1
hetio-ind_perm-1	CbGuAdGaD	0.974	0.651	0.331	1.49e+03	0.0703	1
hetio-ind_perm-1	CbGuAdGdD	0.499	0.567	0.23	5.18e+03	0.213	1
hetio-ind_perm-1	CbGuAdGuD	0.509	0.587	0.238	5.18e+03	0.211	1
hetio-ind_perm-1	CbGuAeGaD	0.974	0.651	0.331	4.63e+03	0.2	1
hetio-ind_perm-1	CbGuAeGdD	0.499	0.569	0.231	1.58e+04	0.639	1
hetio-ind_perm-1	CbGuAeGuD	0.509	0.586	0.238	1.67e+04	0.668	1
hetio-ind_perm-1	CbGuAlD	0.725	0.533	0.217	4.99	0.0385	1
hetio-ind_perm-1	CbGuAlDrD	0.908	0.52	0.209	43.5	0.0145	1
hetio-ind_perm-1	CbGuAuGaD	0.974	0.653	0.332	1.47e+03	0.071	1
hetio-ind_perm-1	CbGuAuGdD	0.497	0.567	0.23	4.98e+03	0.211	1
hetio-ind_perm-1	CbGuAuGuD	0.509	0.586	0.238	5.42e+03	0.219	1
hetio-ind_perm-1	CbGuCbGaD	0.581	0.581	0.266	12.5	0.0145	1
hetio-ind_perm-1	CbGuCbGdD	0.263	0.541	0.227	8.67	0.014	1
hetio-ind_perm-1	CbGuCbGuD	0.249	0.541	0.228	6.53	0.0153	1
hetio-ind_perm-1	CbGuCdGaD	0.728	0.574	0.273	120	0.0224	1
hetio-ind_perm-1	CbGuCdGdD	0.356	0.563	0.231	331	0.0296	1
hetio-ind_perm-1	CbGuCdGuD	0.363	0.567	0.232	446	0.0333	1
hetio-ind_perm-1	CbGuCpD	0.0252	0.512	0.281	0.0318	0.0119	1
hetio-ind_perm-1	CbGuCpDrD	0.109	0.5	0.201	0.189	0.0113	1
hetio-ind_perm-1	CbGuCrCpD	0.0922	0.539	0.276	0.235	0.0113	1
hetio-ind_perm-1	CbGuCrCtD	0.249	0.571	0.271	0.748	0.0121	1
hetio-ind_perm-1	CbGuCtD	0.265	0.604	0.3	0.734	0.0163	1
hetio-ind_perm-1	CbGuCtDrD	0.437	0.532	0.212	2.93	0.0115	1
hetio-ind_perm-1	CbGuCuGaD	0.734	0.572	0.273	154	0.0241	1
hetio-ind_perm-1	CbGuCuGdD	0.361	0.556	0.227	330	0.0292	1
hetio-ind_perm-1	CbGuCuGuD	0.363	0.568	0.232	396	0.0316	1
hetio-ind_perm-1	CbGuD	0.138	0.515	0.222	0.277	0.0133	1
hetio-ind_perm-1	CbGuDaGaD	0.967	0.631	0.302	262	0.0285	1
hetio-ind_perm-1	CbGuDaGdD	0.447	0.558	0.226	140	0.0234	1
hetio-ind_perm-1	CbGuDaGuD	0.456	0.568	0.232	178	0.0257	1
hetio-ind_perm-1	CbGuDdGaD	0.968	0.648	0.327	613	0.0368	1
hetio-ind_perm-1	CbGuDdGdD	0.497	0.571	0.231	2.35e+03	0.101	1
hetio-ind_perm-1	CbGuDdGuD	0.505	0.588	0.238	2.04e+03	0.0877	1
hetio-ind_perm-1	CbGuDlAlD	0.945	0.553	0.228	47.8	0.0166	1
hetio-ind_perm-1	CbGuDpCpD	0.208	0.515	0.221	1.16	0.0109	1
hetio-ind_perm-1	CbGuDpCtD	0.317	0.596	0.28	1.29	0.0116	1
hetio-ind_perm-1	CbGuDpSpD	0.943	0.556	0.229	62.2	0.019	1
hetio-ind_perm-1	CbGuDrD	0.377	0.509	0.208	1.37	0.0247	1
hetio-ind_perm-1	CbGuDrDrD	0.864	0.536	0.211	14.3	0.013	1
hetio-ind_perm-1	CbGuDtCpD	0.134	0.558	0.282	0.711	0.0108	1
hetio-ind_perm-1	CbGuDtCtD	0.816	0.663	0.32	14.1	0.0126	1
hetio-ind_perm-1	CbGuDuGaD	0.969	0.645	0.323	775	0.0417	1
hetio-ind_perm-1	CbGuDuGdD	0.494	0.571	0.231	2.03e+03	0.0874	1
