metapath	metaedge	metaedge_abbrev
CdGdCdGdD	Compound - downregulates - Gene	CdG
CdGdCdGdD	Compound - downregulates - Gene	CdG
CdGdCdGdD	Disease - downregulates - Gene	DdG
CdGdCdGuD	Compound - downregulates - Gene	CdG
CdGdCdGuD	Compound - downregulates - Gene	CdG
CdGdCdGuD	Compound - downregulates - Gene	CdG
CdGdCdGuD	Disease - upregulates - Gene	DuG
CdGdCpDrD	Compound - downregulates - Gene	CdG
CdGdCpDrD	Compound - downregulates - Gene	CdG
CdGdCpDrD	Compound - palliates - Disease	CpD
CdGdCpDrD	Disease - resembles - Disease	DrD
CdGdCrCpD	Compound - downregulates - Gene	CdG
CdGdCrCpD	Compound - downregulates - Gene	CdG
CdGdCrCpD	Compound - resembles - Compound	CrC
CdGdCrCpD	Compound - palliates - Disease	CpD
CdGdCrCtD	Compound - downregulates - Gene	CdG
CdGdCrCtD	Compound - downregulates - Gene	CdG
CdGdCrCtD	Compound - resembles - Compound	CrC
CdGdCrCtD	Compound - treats - Disease	CtD
CdGdCtDrD	Compound - downregulates - Gene	CdG
CdGdCtDrD	Compound - downregulates - Gene	CdG
CdGdCtDrD	Compound - treats - Disease	CtD
CdGdCtDrD	Disease - resembles - Disease	DrD
CdGdCuGaD	Compound - downregulates - Gene	CdG
CdGdCuGaD	Compound - downregulates - Gene	CdG
CdGdCuGaD	Compound - upregulates - Gene	CuG
CdGdCuGaD	Disease - associates - Gene	DaG
CdGdCuGdD	Compound - downregulates - Gene	CdG
CdGdCuGdD	Compound - downregulates - Gene	CdG
CdGdCuGdD	Compound - upregulates - Gene	CuG
CdGdCuGdD	Disease - downregulates - Gene	DdG
CdGdCuGuD	Compound - downregulates - Gene	CdG
CdGdCuGuD	Compound - downregulates - Gene	CdG
CdGdCuGuD	Compound - upregulates - Gene	CuG
CdGdCuGuD	Disease - upregulates - Gene	DuG
CdGdDaGaD	Compound - downregulates - Gene	CdG
CdGdDaGaD	Disease - downregulates - Gene	DdG
CdGdDaGaD	Disease - associates - Gene	DaG
CdGdDaGaD	Disease - associates - Gene	DaG
CdGdDaGdD	Compound - downregulates - Gene	CdG
CdGdDaGdD	Disease - downregulates - Gene	DdG
CdGdDaGdD	Disease - associates - Gene	DaG
CdGdDaGdD	Disease - downregulates - Gene	DdG
CdGdDaGuD	Compound - downregulates - Gene	CdG
CdGdDaGuD	Disease - downregulates - Gene	DdG
CdGdDaGuD	Disease - associates - Gene	DaG
CdGdDaGuD	Disease - upregulates - Gene	DuG
CdGdDdGaD	Compound - downregulates - Gene	CdG
CdGdDdGaD	Disease - downregulates - Gene	DdG
CdGdDdGaD	Disease - downregulates - Gene	DdG
CdGdDdGaD	Disease - associates - Gene	DaG
CdGdDdGdD	Compound - downregulates - Gene	CdG
CdGdDdGdD	Disease - downregulates - Gene	DdG
CdGdDdGdD	Disease - downregulates - Gene	DdG
CdGdDdGdD	Disease - downregulates - Gene	DdG
CdGdDdGuD	Compound - downregulates - Gene	CdG
CdGdDdGuD	Disease - downregulates - Gene	DdG
CdGdDdGuD	Disease - downregulates - Gene	DdG
CdGdDdGuD	Disease - upregulates - Gene	DuG
CdGdDlAlD	Compound - downregulates - Gene	CdG
CdGdDlAlD	Disease - downregulates - Gene	DdG
CdGdDlAlD	Disease - localizes - Anatomy	DlA
CdGdDlAlD	Disease - localizes - Anatomy	DlA
CdGdDpCpD	Compound - downregulates - Gene	CdG
CdGdDpCpD	Disease - downregulates - Gene	DdG
CdGdDpCpD	Compound - palliates - Disease	CpD
CdGdDpCpD	Compound - palliates - Disease	CpD
CdGdDpCtD	Compound - downregulates - Gene	CdG
CdGdDpCtD	Disease - downregulates - Gene	DdG
CdGdDpCtD	Compound - palliates - Disease	CpD
CdGdDpCtD	Compound - treats - Disease	CtD
CdGdDpSpD	Compound - downregulates - Gene	CdG
CdGdDpSpD	Disease - downregulates - Gene	DdG
CdGdDpSpD	Disease - presents - Symptom	DpS
CdGdDpSpD	Disease - presents - Symptom	DpS
CdGdDrDrD	Compound - downregulates - Gene	CdG
CdGdDrDrD	Disease - downregulates - Gene	DdG
CdGdDrDrD	Disease - resembles - Disease	DrD
CdGdDrDrD	Disease - resembles - Disease	DrD
CdGdDtCpD	Compound - downregulates - Gene	CdG
CdGdDtCpD	Disease - downregulates - Gene	DdG
CdGdDtCpD	Compound - treats - Disease	CtD
CdGdDtCpD	Compound - palliates - Disease	CpD
CdGdDtCtD	Compound - downregulates - Gene	CdG
CdGdDtCtD	Disease - downregulates - Gene	DdG
CdGdDtCtD	Compound - treats - Disease	CtD
CdGdDtCtD	Compound - treats - Disease	CtD
CdGdDuGaD	Compound - downregulates - Gene	CdG
CdGdDuGaD	Disease - downregulates - Gene	DdG
CdGdDuGaD	Disease - upregulates - Gene	DuG
CdGdDuGaD	Disease - associates - Gene	DaG
CdGdDuGdD	Compound - downregulates - Gene	CdG
CdGdDuGdD	Disease - downregulates - Gene	DdG
CdGdDuGdD	Disease - upregulates - Gene	DuG
CdGdDuGdD	Disease - downregulates - Gene	DdG
CdGdDuGuD	Compound - downregulates - Gene	CdG
CdGdDuGuD	Disease - downregulates - Gene	DdG
CdGdDuGuD	Disease - upregulates - Gene	DuG
CdGdDuGuD	Disease - upregulates - Gene	DuG
CdGeAdGaD	Compound - downregulates - Gene	CdG
CdGeAdGaD	Anatomy - expresses - Gene	AeG
CdGeAdGaD	Anatomy - downregulates - Gene	AdG
CdGeAdGaD	Disease - associates - Gene	DaG
CdGeAdGdD	Compound - downregulates - Gene	CdG
CdGeAdGdD	Anatomy - expresses - Gene	AeG
CdGeAdGdD	Anatomy - downregulates - Gene	AdG
CdGeAdGdD	Disease - downregulates - Gene	DdG
CdGeAdGuD	Compound - downregulates - Gene	CdG
CdGeAdGuD	Anatomy - expresses - Gene	AeG
CdGeAdGuD	Anatomy - downregulates - Gene	AdG
CdGeAdGuD	Disease - upregulates - Gene	DuG
CdGeAeGaD	Compound - downregulates - Gene	CdG
CdGeAeGaD	Anatomy - expresses - Gene	AeG
CdGeAeGaD	Anatomy - expresses - Gene	AeG
CdGeAeGaD	Disease - associates - Gene	DaG
CdGeAeGdD	Compound - downregulates - Gene	CdG
CdGeAeGdD	Anatomy - expresses - Gene	AeG
CdGeAeGdD	Anatomy - expresses - Gene	AeG
CdGeAeGdD	Disease - downregulates - Gene	DdG
CdGeAeGuD	Compound - downregulates - Gene	CdG
CdGeAeGuD	Anatomy - expresses - Gene	AeG
CdGeAeGuD	Anatomy - expresses - Gene	AeG
CdGeAeGuD	Disease - upregulates - Gene	DuG
CdGeAlDrD	Compound - downregulates - Gene	CdG
CdGeAlDrD	Anatomy - expresses - Gene	AeG
CdGeAlDrD	Disease - localizes - Anatomy	DlA
CdGeAlDrD	Disease - resembles - Disease	DrD
CdGeAuGaD	Compound - downregulates - Gene	CdG
CdGeAuGaD	Anatomy - expresses - Gene	AeG
CdGeAuGaD	Anatomy - upregulates - Gene	AuG
CdGeAuGaD	Disease - associates - Gene	DaG
CdGeAuGdD	Compound - downregulates - Gene	CdG
CdGeAuGdD	Anatomy - expresses - Gene	AeG
CdGeAuGdD	Anatomy - upregulates - Gene	AuG
CdGeAuGdD	Disease - downregulates - Gene	DdG
CdGeAuGuD	Compound - downregulates - Gene	CdG
CdGeAuGuD	Anatomy - expresses - Gene	AeG
CdGeAuGuD	Anatomy - upregulates - Gene	AuG
CdGeAuGuD	Disease - upregulates - Gene	DuG
CdGiG<rGaD	Compound - downregulates - Gene	CdG
CdGiG<rGaD	Gene - interacts - Gene	GiG
CdGiG<rGaD	Gene > regulates > Gene	GrG
CdGiG<rGaD	Disease - associates - Gene	DaG
CdGiG<rGdD	Compound - downregulates - Gene	CdG
CdGiG<rGdD	Gene - interacts - Gene	GiG
CdGiG<rGdD	Gene > regulates > Gene	GrG
CdGiG<rGdD	Disease - downregulates - Gene	DdG
CdGiG<rGuD	Compound - downregulates - Gene	CdG
CdGiG<rGuD	Gene - interacts - Gene	GiG
CdGiG<rGuD	Gene > regulates > Gene	GrG
CdGiG<rGuD	Disease - upregulates - Gene	DuG
CdGiGaDrD	Compound - downregulates - Gene	CdG
CdGiGaDrD	Gene - interacts - Gene	GiG
CdGiGaDrD	Disease - associates - Gene	DaG
CdGiGaDrD	Disease - resembles - Disease	DrD
CdGiGbCpD	Compound - downregulates - Gene	CdG
CdGiGbCpD	Gene - interacts - Gene	GiG
CdGiGbCpD	Compound - binds - Gene	CbG
CdGiGbCpD	Compound - palliates - Disease	CpD
CdGiGbCtD	Compound - downregulates - Gene	CdG
CdGiGbCtD	Gene - interacts - Gene	GiG
CdGiGbCtD	Compound - binds - Gene	CbG
CdGiGbCtD	Compound - treats - Disease	CtD
CdGiGcGaD	Compound - downregulates - Gene	CdG
CdGiGcGaD	Gene - interacts - Gene	GiG
CdGiGcGaD	Gene - covaries - Gene	GcG
CdGiGcGaD	Disease - associates - Gene	DaG
CdGiGcGdD	Compound - downregulates - Gene	CdG
CdGiGcGdD	Gene - interacts - Gene	GiG
CdGiGcGdD	Gene - covaries - Gene	GcG
CdGiGcGdD	Disease - downregulates - Gene	DdG
CdGiGcGuD	Compound - downregulates - Gene	CdG
CdGiGcGuD	Gene - interacts - Gene	GiG
CdGiGcGuD	Gene - covaries - Gene	GcG
CdGiGcGuD	Disease - upregulates - Gene	DuG
CdGiGdAlD	Compound - downregulates - Gene	CdG
CdGiGdAlD	Gene - interacts - Gene	GiG
CdGiGdAlD	Anatomy - downregulates - Gene	AdG
CdGiGdAlD	Disease - localizes - Anatomy	DlA
CdGiGdCpD	Compound - downregulates - Gene	CdG
CdGiGdCpD	Gene - interacts - Gene	GiG
CdGiGdCpD	Compound - downregulates - Gene	CdG
CdGiGdCpD	Compound - palliates - Disease	CpD
CdGiGdCtD	Compound - downregulates - Gene	CdG
CdGiGdCtD	Gene - interacts - Gene	GiG
CdGiGdCtD	Compound - downregulates - Gene	CdG
CdGiGdCtD	Compound - treats - Disease	CtD
CdGiGdDrD	Compound - downregulates - Gene	CdG
CdGiGdDrD	Gene - interacts - Gene	GiG
CdGiGdDrD	Disease - downregulates - Gene	DdG
CdGiGdDrD	Disease - resembles - Disease	DrD
CdGiGeAlD	Compound - downregulates - Gene	CdG
CdGiGeAlD	Gene - interacts - Gene	GiG
CdGiGeAlD	Anatomy - expresses - Gene	AeG
CdGiGeAlD	Disease - localizes - Anatomy	DlA
CdGiGiGaD	Compound - downregulates - Gene	CdG
CdGiGiGaD	Gene - interacts - Gene	GiG
CdGiGiGaD	Gene - interacts - Gene	GiG
CdGiGiGaD	Disease - associates - Gene	DaG
CdGiGiGdD	Compound - downregulates - Gene	CdG
CdGiGiGdD	Gene - interacts - Gene	GiG
CdGiGiGdD	Gene - interacts - Gene	GiG
CdGiGiGdD	Disease - downregulates - Gene	DdG
CdGiGiGuD	Compound - downregulates - Gene	CdG
CdGiGiGuD	Gene - interacts - Gene	GiG
CdGiGiGuD	Gene - interacts - Gene	GiG
CdGiGiGuD	Disease - upregulates - Gene	DuG
CdGiGr>GaD	Compound - downregulates - Gene	CdG
CdGiGr>GaD	Gene - interacts - Gene	GiG
CdGiGr>GaD	Gene > regulates > Gene	GrG
CdGiGr>GaD	Disease - associates - Gene	DaG
CdGiGr>GdD	Compound - downregulates - Gene	CdG
CdGiGr>GdD	Gene - interacts - Gene	GiG
CdGiGr>GdD	Gene > regulates > Gene	GrG
CdGiGr>GdD	Disease - downregulates - Gene	DdG
CdGiGr>GuD	Compound - downregulates - Gene	CdG
CdGiGr>GuD	Gene - interacts - Gene	GiG
CdGiGr>GuD	Gene > regulates > Gene	GrG
CdGiGr>GuD	Disease - upregulates - Gene	DuG
CdGiGuAlD	Compound - downregulates - Gene	CdG
CdGiGuAlD	Gene - interacts - Gene	GiG
CdGiGuAlD	Anatomy - upregulates - Gene	AuG
CdGiGuAlD	Disease - localizes - Anatomy	DlA
CdGiGuCpD	Compound - downregulates - Gene	CdG
CdGiGuCpD	Gene - interacts - Gene	GiG
CdGiGuCpD	Compound - upregulates - Gene	CuG
CdGiGuCpD	Compound - palliates - Disease	CpD
CdGiGuCtD	Compound - downregulates - Gene	CdG
CdGiGuCtD	Gene - interacts - Gene	GiG
CdGiGuCtD	Compound - upregulates - Gene	CuG
CdGiGuCtD	Compound - treats - Disease	CtD
CdGiGuDrD	Compound - downregulates - Gene	CdG
CdGiGuDrD	Gene - interacts - Gene	GiG
CdGiGuDrD	Disease - upregulates - Gene	DuG
CdGiGuDrD	Disease - resembles - Disease	DrD
CdGpBPpGaD	Compound - downregulates - Gene	CdG
CdGpBPpGaD	Gene - participates - Biological Process	GpBP
CdGpBPpGaD	Gene - participates - Biological Process	GpBP
CdGpBPpGaD	Disease - associates - Gene	DaG
CdGpBPpGdD	Compound - downregulates - Gene	CdG
CdGpBPpGdD	Gene - participates - Biological Process	GpBP
CdGpBPpGdD	Gene - participates - Biological Process	GpBP
CdGpBPpGdD	Disease - downregulates - Gene	DdG
CdGpBPpGuD	Compound - downregulates - Gene	CdG
CdGpBPpGuD	Gene - participates - Biological Process	GpBP
CdGpBPpGuD	Gene - participates - Biological Process	GpBP
CdGpBPpGuD	Disease - upregulates - Gene	DuG
CdGpCCpGaD	Compound - downregulates - Gene	CdG
CdGpCCpGaD	Gene - participates - Cellular Component	GpCC
CdGpCCpGaD	Gene - participates - Cellular Component	GpCC
CdGpCCpGaD	Disease - associates - Gene	DaG
CdGpCCpGdD	Compound - downregulates - Gene	CdG
CdGpCCpGdD	Gene - participates - Cellular Component	GpCC
CdGpCCpGdD	Gene - participates - Cellular Component	GpCC
CdGpCCpGdD	Disease - downregulates - Gene	DdG
CdGpCCpGuD	Compound - downregulates - Gene	CdG
CdGpCCpGuD	Gene - participates - Cellular Component	GpCC
CdGpCCpGuD	Gene - participates - Cellular Component	GpCC
CdGpCCpGuD	Disease - upregulates - Gene	DuG
CdGpMFpGaD	Compound - downregulates - Gene	CdG
CdGpMFpGaD	Gene - participates - Molecular Function	GpMF
CdGpMFpGaD	Gene - participates - Molecular Function	GpMF
CdGpMFpGaD	Disease - associates - Gene	DaG
CdGpMFpGdD	Compound - downregulates - Gene	CdG
CdGpMFpGdD	Gene - participates - Molecular Function	GpMF
CdGpMFpGdD	Gene - participates - Molecular Function	GpMF
CdGpMFpGdD	Disease - downregulates - Gene	DdG
CdGpMFpGuD	Compound - downregulates - Gene	CdG
CdGpMFpGuD	Gene - participates - Molecular Function	GpMF
CdGpMFpGuD	Gene - participates - Molecular Function	GpMF
CdGpMFpGuD	Disease - upregulates - Gene	DuG
CdGpPWpGaD	Compound - downregulates - Gene	CdG
CdGpPWpGaD	Gene - participates - Pathway	GpPW
CdGpPWpGaD	Gene - participates - Pathway	GpPW
CdGpPWpGaD	Disease - associates - Gene	DaG
CdGpPWpGdD	Compound - downregulates - Gene	CdG
CdGpPWpGdD	Gene - participates - Pathway	GpPW
CdGpPWpGdD	Gene - participates - Pathway	GpPW
CdGpPWpGdD	Disease - downregulates - Gene	DdG
CdGpPWpGuD	Compound - downregulates - Gene	CdG
CdGpPWpGuD	Gene - participates - Pathway	GpPW
CdGpPWpGuD	Gene - participates - Pathway	GpPW
CdGpPWpGuD	Disease - upregulates - Gene	DuG
CdGr>G<rGaD	Compound - downregulates - Gene	CdG
CdGr>G<rGaD	Gene > regulates > Gene	GrG
CdGr>G<rGaD	Gene > regulates > Gene	GrG
CdGr>G<rGaD	Disease - associates - Gene	DaG
CdGr>G<rGdD	Compound - downregulates - Gene	CdG
CdGr>G<rGdD	Gene > regulates > Gene	GrG
CdGr>G<rGdD	Gene > regulates > Gene	GrG
CdGr>G<rGdD	Disease - downregulates - Gene	DdG
CdGr>G<rGuD	Compound - downregulates - Gene	CdG
CdGr>G<rGuD	Gene > regulates > Gene	GrG
CdGr>G<rGuD	Gene > regulates > Gene	GrG
CdGr>G<rGuD	Disease - upregulates - Gene	DuG
CdGr>GaDrD	Compound - downregulates - Gene	CdG
CdGr>GaDrD	Gene > regulates > Gene	GrG
CdGr>GaDrD	Disease - associates - Gene	DaG
CdGr>GaDrD	Disease - resembles - Disease	DrD
CdGr>GbCpD	Compound - downregulates - Gene	CdG
CdGr>GbCpD	Gene > regulates > Gene	GrG
CdGr>GbCpD	Compound - binds - Gene	CbG
CdGr>GbCpD	Compound - palliates - Disease	CpD
CdGr>GbCtD	Compound - downregulates - Gene	CdG
CdGr>GbCtD	Gene > regulates > Gene	GrG
CdGr>GbCtD	Compound - binds - Gene	CbG
CdGr>GbCtD	Compound - treats - Disease	CtD
CdGr>GcGaD	Compound - downregulates - Gene	CdG
CdGr>GcGaD	Gene > regulates > Gene	GrG
CdGr>GcGaD	Gene - covaries - Gene	GcG
CdGr>GcGaD	Disease - associates - Gene	DaG
CdGr>GcGdD	Compound - downregulates - Gene	CdG
CdGr>GcGdD	Gene > regulates > Gene	GrG
CdGr>GcGdD	Gene - covaries - Gene	GcG
CdGr>GcGdD	Disease - downregulates - Gene	DdG
CdGr>GcGuD	Compound - downregulates - Gene	CdG
CdGr>GcGuD	Gene > regulates > Gene	GrG
CdGr>GcGuD	Gene - covaries - Gene	GcG
CdGr>GcGuD	Disease - upregulates - Gene	DuG
CdGr>GdAlD	Compound - downregulates - Gene	CdG
CdGr>GdAlD	Gene > regulates > Gene	GrG
CdGr>GdAlD	Anatomy - downregulates - Gene	AdG
CdGr>GdAlD	Disease - localizes - Anatomy	DlA
CdGr>GdCpD	Compound - downregulates - Gene	CdG
CdGr>GdCpD	Gene > regulates > Gene	GrG
CdGr>GdCpD	Compound - downregulates - Gene	CdG
CdGr>GdCpD	Compound - palliates - Disease	CpD
CdGr>GdCtD	Compound - downregulates - Gene	CdG
CdGr>GdCtD	Gene > regulates > Gene	GrG
CdGr>GdCtD	Compound - downregulates - Gene	CdG
CdGr>GdCtD	Compound - treats - Disease	CtD
CdGr>GdDrD	Compound - downregulates - Gene	CdG
CdGr>GdDrD	Gene > regulates > Gene	GrG
CdGr>GdDrD	Disease - downregulates - Gene	DdG
CdGr>GdDrD	Disease - resembles - Disease	DrD
CdGr>GeAlD	Compound - downregulates - Gene	CdG
CdGr>GeAlD	Gene > regulates > Gene	GrG
CdGr>GeAlD	Anatomy - expresses - Gene	AeG
CdGr>GeAlD	Disease - localizes - Anatomy	DlA
CdGr>GiGaD	Compound - downregulates - Gene	CdG
CdGr>GiGaD	Gene > regulates > Gene	GrG
CdGr>GiGaD	Gene - interacts - Gene	GiG
CdGr>GiGaD	Disease - associates - Gene	DaG
CdGr>GiGdD	Compound - downregulates - Gene	CdG
CdGr>GiGdD	Gene > regulates > Gene	GrG
CdGr>GiGdD	Gene - interacts - Gene	GiG
CdGr>GiGdD	Disease - downregulates - Gene	DdG
CdGr>GiGuD	Compound - downregulates - Gene	CdG
CdGr>GiGuD	Gene > regulates > Gene	GrG
CdGr>GiGuD	Gene - interacts - Gene	GiG
CdGr>GiGuD	Disease - upregulates - Gene	DuG
CdGr>Gr>GaD	Compound - downregulates - Gene	CdG
CdGr>Gr>GaD	Gene > regulates > Gene	GrG
CdGr>Gr>GaD	Gene > regulates > Gene	GrG
CdGr>Gr>GaD	Disease - associates - Gene	DaG
CdGr>Gr>GdD	Compound - downregulates - Gene	CdG
CdGr>Gr>GdD	Gene > regulates > Gene	GrG
CdGr>Gr>GdD	Gene > regulates > Gene	GrG
CdGr>Gr>GdD	Disease - downregulates - Gene	DdG
CdGr>Gr>GuD	Compound - downregulates - Gene	CdG
CdGr>Gr>GuD	Gene > regulates > Gene	GrG
CdGr>Gr>GuD	Gene > regulates > Gene	GrG
CdGr>Gr>GuD	Disease - upregulates - Gene	DuG
CdGr>GuAlD	Compound - downregulates - Gene	CdG
CdGr>GuAlD	Gene > regulates > Gene	GrG
CdGr>GuAlD	Anatomy - upregulates - Gene	AuG
CdGr>GuAlD	Disease - localizes - Anatomy	DlA
CdGr>GuCpD	Compound - downregulates - Gene	CdG
CdGr>GuCpD	Gene > regulates > Gene	GrG
CdGr>GuCpD	Compound - upregulates - Gene	CuG
CdGr>GuCpD	Compound - palliates - Disease	CpD
CdGr>GuCtD	Compound - downregulates - Gene	CdG
CdGr>GuCtD	Gene > regulates > Gene	GrG
CdGr>GuCtD	Compound - upregulates - Gene	CuG
CdGr>GuCtD	Compound - treats - Disease	CtD
CdGr>GuDrD	Compound - downregulates - Gene	CdG
CdGr>GuDrD	Gene > regulates > Gene	GrG
CdGr>GuDrD	Disease - upregulates - Gene	DuG
CdGr>GuDrD	Disease - resembles - Disease	DrD
CdGrPBrGaD	Compound - downregulates - Gene	CdG
CdGrPBrGaD	Perturbation - regulates - Gene	PBrG
CdGrPBrGaD	Perturbation - regulates - Gene	PBrG
CdGrPBrGaD	Disease - associates - Gene	DaG
CdGrPBrGdD	Compound - downregulates - Gene	CdG
CdGrPBrGdD	Perturbation - regulates - Gene	PBrG
CdGrPBrGdD	Perturbation - regulates - Gene	PBrG
CdGrPBrGdD	Disease - downregulates - Gene	DdG
CdGrPBrGuD	Compound - downregulates - Gene	CdG
CdGrPBrGuD	Perturbation - regulates - Gene	PBrG
CdGrPBrGuD	Perturbation - regulates - Gene	PBrG
CdGrPBrGuD	Disease - upregulates - Gene	DuG
CdGuAdGaD	Compound - downregulates - Gene	CdG
CdGuAdGaD	Anatomy - upregulates - Gene	AuG
CdGuAdGaD	Anatomy - downregulates - Gene	AdG
CdGuAdGaD	Disease - associates - Gene	DaG
CdGuAdGdD	Compound - downregulates - Gene	CdG
CdGuAdGdD	Anatomy - upregulates - Gene	AuG
CdGuAdGdD	Anatomy - downregulates - Gene	AdG
CdGuAdGdD	Disease - downregulates - Gene	DdG
CdGuAdGuD	Compound - downregulates - Gene	CdG
CdGuAdGuD	Anatomy - upregulates - Gene	AuG
CdGuAdGuD	Anatomy - downregulates - Gene	AdG
CdGuAdGuD	Disease - upregulates - Gene	DuG
CdGuAeGaD	Compound - downregulates - Gene	CdG
CdGuAeGaD	Anatomy - upregulates - Gene	AuG
CdGuAeGaD	Anatomy - expresses - Gene	AeG
CdGuAeGaD	Disease - associates - Gene	DaG
CdGuAeGdD	Compound - downregulates - Gene	CdG
CdGuAeGdD	Anatomy - upregulates - Gene	AuG
CdGuAeGdD	Anatomy - expresses - Gene	AeG
CdGuAeGdD	Disease - downregulates - Gene	DdG
CdGuAeGuD	Compound - downregulates - Gene	CdG
CdGuAeGuD	Anatomy - upregulates - Gene	AuG
CdGuAeGuD	Anatomy - expresses - Gene	AeG
CdGuAeGuD	Disease - upregulates - Gene	DuG
CdGuAlDrD	Compound - downregulates - Gene	CdG
CdGuAlDrD	Anatomy - upregulates - Gene	AuG
CdGuAlDrD	Disease - localizes - Anatomy	DlA
CdGuAlDrD	Disease - resembles - Disease	DrD
CdGuAuGaD	Compound - downregulates - Gene	CdG
CdGuAuGaD	Anatomy - upregulates - Gene	AuG
CdGuAuGaD	Anatomy - upregulates - Gene	AuG
CdGuAuGaD	Disease - associates - Gene	DaG
CdGuAuGdD	Compound - downregulates - Gene	CdG
CdGuAuGdD	Anatomy - upregulates - Gene	AuG
CdGuAuGdD	Anatomy - upregulates - Gene	AuG
CdGuAuGdD	Disease - downregulates - Gene	DdG
CdGuAuGuD	Compound - downregulates - Gene	CdG
CdGuAuGuD	Anatomy - upregulates - Gene	AuG
CdGuAuGuD	Anatomy - upregulates - Gene	AuG
CdGuAuGuD	Disease - upregulates - Gene	DuG
CdGuCbGaD	Compound - downregulates - Gene	CdG
CdGuCbGaD	Compound - upregulates - Gene	CuG
CdGuCbGaD	Compound - binds - Gene	CbG
CdGuCbGaD	Disease - associates - Gene	DaG
CdGuCbGdD	Compound - downregulates - Gene	CdG
CdGuCbGdD	Compound - upregulates - Gene	CuG
CdGuCbGdD	Compound - binds - Gene	CbG
CdGuCbGdD	Disease - downregulates - Gene	DdG
CdGuCbGuD	Compound - downregulates - Gene	CdG
CdGuCbGuD	Compound - upregulates - Gene	CuG
CdGuCbGuD	Compound - binds - Gene	CbG
CdGuCbGuD	Disease - upregulates - Gene	DuG
CdGuCdGaD	Compound - downregulates - Gene	CdG
CdGuCdGaD	Compound - upregulates - Gene	CuG
CdGuCdGaD	Compound - downregulates - Gene	CdG
CdGuCdGaD	Disease - associates - Gene	DaG
CdGuCdGdD	Compound - downregulates - Gene	CdG
CdGuCdGdD	Compound - upregulates - Gene	CuG
CdGuCdGdD	Compound - downregulates - Gene	CdG
CdGuCdGdD	Disease - downregulates - Gene	DdG
CdGuCdGuD	Compound - downregulates - Gene	CdG
CdGuCdGuD	Compound - upregulates - Gene	CuG
CdGuCdGuD	Compound - downregulates - Gene	CdG
CdGuCdGuD	Disease - upregulates - Gene	DuG
CdGuCpDrD	Compound - downregulates - Gene	CdG
CdGuCpDrD	Compound - upregulates - Gene	CuG
CdGuCpDrD	Compound - palliates - Disease	CpD
CdGuCpDrD	Disease - resembles - Disease	DrD
CdGuCrCpD	Compound - downregulates - Gene	CdG
CdGuCrCpD	Compound - upregulates - Gene	CuG
CdGuCrCpD	Compound - resembles - Compound	CrC
CdGuCrCpD	Compound - palliates - Disease	CpD
CdGuCrCtD	Compound - downregulates - Gene	CdG
CdGuCrCtD	Compound - upregulates - Gene	CuG
CdGuCrCtD	Compound - resembles - Compound	CrC
CdGuCrCtD	Compound - treats - Disease	CtD
CdGuCtDrD	Compound - downregulates - Gene	CdG
CdGuCtDrD	Compound - upregulates - Gene	CuG
CdGuCtDrD	Compound - treats - Disease	CtD
CdGuCtDrD	Disease - resembles - Disease	DrD
CdGuCuGaD	Compound - downregulates - Gene	CdG
CdGuCuGaD	Compound - upregulates - Gene	CuG
CdGuCuGaD	Compound - upregulates - Gene	CuG
CdGuCuGaD	Disease - associates - Gene	DaG
CdGuCuGdD	Compound - downregulates - Gene	CdG
CdGuCuGdD	Compound - upregulates - Gene	CuG
CdGuCuGdD	Compound - upregulates - Gene	CuG
CdGuCuGdD	Disease - downregulates - Gene	DdG
CdGuCuGuD	Compound - downregulates - Gene	CdG
CdGuCuGuD	Compound - upregulates - Gene	CuG
CdGuCuGuD	Compound - upregulates - Gene	CuG
CdGuCuGuD	Disease - upregulates - Gene	DuG
CdGuDaGaD	Compound - downregulates - Gene	CdG
CdGuDaGaD	Disease - upregulates - Gene	DuG
CdGuDaGaD	Disease - associates - Gene	DaG
CdGuDaGaD	Disease - associates - Gene	DaG
CdGuDaGdD	Compound - downregulates - Gene	CdG
CdGuDaGdD	Disease - upregulates - Gene	DuG
CdGuDaGdD	Disease - associates - Gene	DaG
CdGuDaGdD	Disease - downregulates - Gene	DdG
CdGuDaGuD	Compound - downregulates - Gene	CdG
CdGuDaGuD	Disease - upregulates - Gene	DuG
CdGuDaGuD	Disease - associates - Gene	DaG
CdGuDaGuD	Disease - upregulates - Gene	DuG
CdGuDdGaD	Compound - downregulates - Gene	CdG
CdGuDdGaD	Disease - upregulates - Gene	DuG
CdGuDdGaD	Disease - downregulates - Gene	DdG
CdGuDdGaD	Disease - associates - Gene	DaG
CdGuDdGdD	Compound - downregulates - Gene	CdG
CdGuDdGdD	Disease - upregulates - Gene	DuG
CdGuDdGdD	Disease - downregulates - Gene	DdG
CdGuDdGdD	Disease - downregulates - Gene	DdG
CdGuDdGuD	Compound - downregulates - Gene	CdG
CdGuDdGuD	Disease - upregulates - Gene	DuG
CdGuDdGuD	Disease - downregulates - Gene	DdG
CdGuDdGuD	Disease - upregulates - Gene	DuG
CdGuDlAlD	Compound - downregulates - Gene	CdG
CdGuDlAlD	Disease - upregulates - Gene	DuG
CdGuDlAlD	Disease - localizes - Anatomy	DlA
